time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-14T18:31:28.457Z,51.4576,178.8493,67.19,4,mb,,232,0.294,0.43,us,us6000fupu,2021-10-17T15:47:05.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6,10.7,0.083,39,reviewed,us,us
2021-10-14T18:23:02.454Z,-24.1778,-67.4507,214.88,4.4,mb,,93,1.391,0.7,us,us6000funa,2021-10-17T15:05:37.040Z,"115 km W of San Antonio de los Cobres, Argentina",earthquake,9.8,5.5,0.189,8,reviewed,us,us
2021-10-14T17:41:36.996Z,-27.57,-70.9893,35,4.3,ml,,179,0.602,0.91,us,us6000fumx,2021-10-14T18:31:20.040Z,"68 km WSW of Copiapó, Chile",earthquake,2.7,2,0.066,30,reviewed,us,us
2021-10-14T17:08:46.270Z,17.8251,-66.8418,3,2.52,md,7,261,0.1546,0.17,pr,pr2021287005,2021-10-14T17:20:34.832Z,"17 km SSE of Guánica, Puerto Rico",earthquake,0.87,1.35,0.09,5,reviewed,pr,pr
2021-10-14T15:32:07.069Z,1.1921,126.2553,60.2,4.4,mb,,82,1.187,0.89,us,us6000fukq,2021-10-14T22:24:14.040Z,"133 km WNW of Ternate, Indonesia",earthquake,6,7.7,0.09,41,reviewed,us,us
2021-10-14T15:16:28.914Z,1.2098,126.1603,33.9,5.5,mww,,13,1.282,0.9,us,us6000fuke,2021-10-15T15:59:03.949Z,"Molucca Sea",earthquake,5.5,3,0.063,24,reviewed,us,us
2021-10-14T14:09:59.668Z,56.3887,-156.6781,58.1,2.7,ml,,,,0.45,ak,ak021d6vmq8s,2021-10-14T15:06:13.040Z,"107 km E of Chignik, Alaska",earthquake,,1.6,,,automatic,ak,ak
2021-10-14T13:33:47.090Z,43.7791667,-107.2478333,16.66,2.82,ml,11,86,1.246,0.21,mb,mb80527024,2021-10-16T16:32:51.980Z,"32 km SSE of Ten Sleep, Wyoming",earthquake,0.63,3.98,0.165,11,reviewed,mb,mb
2021-10-14T13:24:55.184Z,51.6297,178.9512,71.58,2.8,ml,,181,0.333,0.19,us,us6000fum3,2021-10-14T17:13:10.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.8,5.8,0.148,6,reviewed,us,us
2021-10-14T12:50:51.828Z,56.2789,-156.5792,45.9,2.5,ml,,,,0.84,ak,ak021d6uom9d,2021-10-14T16:17:01.810Z,"113 km E of Chignik, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2021-10-14T08:05:08.410Z,17.9793,-66.8276,14,2.88,md,17,158,0.0518,0.19,pr,pr2021287003,2021-10-14T08:36:49.580Z,"1 km SSW of Indios, Puerto Rico",earthquake,0.49,0.64,0.26,9,reviewed,pr,pr
2021-10-14T07:14:34.550Z,6.0204,126.0136,145.42,4.5,mb,,116,1.128,0.78,us,us6000fuhd,2021-10-14T07:45:23.040Z,"35 km ESE of Lamitan, Philippines",earthquake,8.9,7.4,0.099,30,reviewed,us,us
2021-10-14T06:27:41.660Z,-20.1164,-70.1054,46.93,3.9,mb,,164,0.452,0.33,us,us6000fuh6,2021-10-15T01:58:54.079Z,"Near the coast of Tarapaca, Chile",earthquake,4.2,8.4,0.363,2,reviewed,us,us
2021-10-14T06:22:02.782Z,-24.3206,-179.7496,529.67,4.6,mb,,78,6.857,0.76,us,us6000fuha,2021-10-14T07:01:41.040Z,"south of the Fiji Islands",earthquake,12.8,8.8,0.1,30,reviewed,us,us
2021-10-14T05:51:56.230Z,-15.0996,167.3988,120.18,5.6,mww,,56,0.393,0.86,us,us6000fugu,2021-10-15T05:54:38.347Z,"35 km E of Port-Olry, Vanuatu",earthquake,8.9,4.2,0.051,37,reviewed,us,us
2021-10-14T04:38:47.030Z,17.9521,-67.0178,11,3.29,md,25,222,0.0316,0.1,pr,pr2021287002,2021-10-18T01:38:29.040Z,"3 km SE of La Parguera, Puerto Rico",earthquake,0.46,0.22,0.31,16,reviewed,pr,pr
2021-10-14T03:47:04.937Z,-36.302,52.4183,10,5.3,mww,,23,12.219,0.71,us,us6000fufn,2021-10-18T01:31:28.040Z,"Southwest Indian Ridge",earthquake,10.1,1.7,0.093,11,reviewed,us,us
2021-10-14T03:22:00.776Z,-16.2559,-73.0547,52.03,4.4,mb,,139,3.337,0.69,us,us6000fufg,2021-10-18T01:21:43.099Z,"28 km SSE of Urasqui, Peru",earthquake,8.4,8.2,0.085,40,reviewed,us,us
2021-10-14T03:12:56.650Z,18.3885,-68.221,143,4.45,ml,25,140,1.0897,0.31,pr,pr2021287001,2021-10-18T00:45:37.040Z,"28 km SE of Punta Cana, Dominican Republic",earthquake,1.98,1.21,0.1,20,reviewed,pr,pr
2021-10-14T02:52:37.220Z,18.0285,-66.7336,16,2.61,md,15,155,0.1282,0.11,pr,pr2021287000,2021-10-14T04:05:09.132Z,"3 km SSW of Peñuelas, Puerto Rico",earthquake,0.34,0.4,0.14,6,reviewed,pr,pr
2021-10-14T02:34:24.185Z,55.1768,-159.3842,35,2.9,ml,,158,0.366,0.42,us,us6000fuf7,2021-10-17T22:44:00.040Z,"73 km ESE of Sand Point, Alaska",earthquake,7.4,2,0.128,8,reviewed,us,us
2021-10-14T01:13:37.319Z,59.0475,-154.0765,107.3,3.3,ml,,,,0.45,ak,ak021d6nwwhp,2021-10-17T21:21:20.040Z,"59 km SE of Kokhanok, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-10-14T00:04:19.897Z,33.7795,91.9605,10,4.3,mb,,105,7.295,0.96,us,us6000fudy,2021-10-14T00:28:11.040Z,"255 km N of Nagqu, China",earthquake,10.1,1.9,0.099,29,reviewed,us,us
2021-10-13T22:25:57.630Z,-14.148,167.3859,197.91,4.5,mb,,157,1.303,0.83,us,us6000fud0,2021-10-13T22:43:08.040Z,"35 km SSW of Sola, Vanuatu",earthquake,12.6,7.3,0.104,27,reviewed,us,us
2021-10-13T22:05:03.278Z,-15.7544,167.9354,201.23,4.4,mb,,231,0.768,0.72,us,us6000fucx,2021-10-13T22:26:48.040Z,"67 km ENE of Norsup, Vanuatu",earthquake,10.9,8.1,0.12,20,reviewed,us,us
2021-10-13T22:00:34.131Z,-24.5659,-67.9357,150.95,4.4,mb,,123,1.622,1.08,us,us6000fucv,2021-10-13T22:36:08.040Z,"168 km WSW of San Antonio de los Cobres, Argentina",earthquake,7.2,13.2,0.219,6,reviewed,us,us
2021-10-13T21:41:33.990Z,38.8086667,-122.8123333,1.79,2.59,md,67,29,0.01316,0.07,nc,nc73639270,2021-10-15T01:11:11.517Z,"6km NW of The Geysers, CA",earthquake,0.13,0.18,0.088,35,reviewed,nc,nc
2021-10-13T21:27:20.356Z,52.048,-169.2131,31.6,3.3,ml,,,,0.85,ak,ak021d5cd8ek,2021-10-13T23:46:20.821Z,"101 km SSW of Nikolski, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2021-10-13T20:56:28.172Z,51.7466,176.6123,35,3.9,mb,,202,1.195,0.91,us,us6000fucm,2021-10-18T20:38:32.040Z,"263 km ESE of Attu Station, Alaska",earthquake,7.2,2,0.149,14,reviewed,us,us
2021-10-13T20:42:58.147Z,-35.4329,-179.3916,10,4.7,mb,,176,2.82,0.7,us,us6000fvnr,2021-10-18T20:53:07.040Z,"east of the North Island of New Zealand",earthquake,14.5,2,0.208,7,reviewed,us,us
2021-10-13T20:02:02.160Z,55.4864,161.6234,99.7,4,mb,,144,3.022,0.71,us,us6000fubw,2021-10-18T20:57:49.040Z,"98 km SSW of Ust’-Kamchatsk Staryy, Russia",earthquake,12.2,7.7,0.08,42,reviewed,us,us
2021-10-13T19:06:03.421Z,63.2837,-151.6892,8.1,2.6,ml,,,,0.91,ak,ak021d5b1sam,2021-10-18T21:03:54.040Z,"28 km S of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-13T18:43:44.970Z,44.472,-115.2276667,4.93,2.54,ml,11,110,0.857,0.2,mb,mb80526969,2021-10-15T15:24:34.770Z,"36 km NW of Stanley, Idaho",earthquake,0.68,1.52,0.138,12,reviewed,mb,mb
2021-10-13T18:22:51.183Z,36.063,21.7265,10,4.4,mb,,62,1.124,0.8,us,us6000fub1,2021-10-18T21:09:27.040Z,"83 km SSW of Koróni, Greece",earthquake,6.3,1.9,0.091,35,reviewed,us,us
2021-10-13T17:48:09.450Z,4.3648,123.3591,502.56,4.4,mb,,86,4.131,1.05,us,us6000fuaq,2021-10-18T21:32:00.040Z,"223 km SSW of Malisbeng, Philippines",earthquake,12.9,9.8,0.086,39,reviewed,us,us
2021-10-13T17:34:23.775Z,-62.918,-161.3138,10,4.6,mb,,143,17.97,0.73,us,us6000fuaw,2021-10-18T21:27:24.040Z,"Pacific-Antarctic Ridge",earthquake,14.8,1.9,0.137,16,reviewed,us,us
2021-10-13T17:00:49.084Z,32.4545,133.1539,12.63,4.6,mb,,98,1.41,0.88,us,us6000fvnm,2021-10-19T15:59:59.040Z,"Shikoku, Japan",earthquake,6.6,4.9,0.125,19,reviewed,us,us
2021-10-13T15:50:34.780Z,19.3293333333333,-155.1155,3.95,2.77,ml,48,142,,0.14,hv,hv72752532,2021-10-14T23:53:21.537Z,"15 km S of Fern Forest, Hawaii",earthquake,0.31,0.96,0.192266495726847,31,reviewed,hv,hv
2021-10-13T15:50:13.563Z,55.8553,-155.7648,14.4,2.5,ml,,,,0.82,ak,ak021d58xjfj,2021-10-14T04:25:49.040Z,"156 km SW of Akhiok, Alaska",earthquake,,4.2,,,reviewed,ak,ak
2021-10-13T14:34:49.039Z,56.5406,-148.7533,10,3,ml,,251,2.429,0.48,us,us6000fu7v,2021-10-19T07:57:37.040Z,"244 km ESE of Chiniak, Alaska",earthquake,4.6,2,0.043,70,reviewed,us,us
2021-10-13T14:21:48.777Z,13.8224,-90.6391,98.94,4.5,mb,,207,0.838,0.6,us,us6000fu7u,2021-10-19T07:43:50.233Z,"14 km SSE of Iztapa, Guatemala",earthquake,9.2,7.7,0.049,125,reviewed,us,us
2021-10-13T13:43:28.830Z,19.1903333333333,-155.7025,1.06,2.73,ml,45,124,,0.15,hv,hv72752417,2021-10-19T06:49:59.040Z,"14 km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.34,0.49,0.193058979535914,26,reviewed,hv,hv
2021-10-13T12:06:13.297Z,-19.876,-69.155,116.02,4.1,mb,,70,0.209,0.97,us,us6000fu7b,2021-10-14T05:09:04.040Z,"110 km ENE of Iquique, Chile",earthquake,6.8,6.2,0.262,4,reviewed,us,us
2021-10-13T11:34:22.467Z,54.9305,-156.2759,10,3.7,ml,,,,0.63,ak,ak021d56gdez,2021-10-14T00:42:27.040Z,"202 km SE of Chignik, Alaska",earthquake,,0,,,reviewed,ak,ak
2021-10-13T11:22:49.272Z,44.186,146.4789,121.08,4.3,mb,,135,2.797,0.37,us,us6000fu75,2021-10-14T05:05:43.040Z,"47 km NNW of Shikotan, Russia",earthquake,11.4,9.1,0.133,16,reviewed,us,us
2021-10-13T10:51:47.777Z,-7.0593,130.0475,92.84,4.6,mww,,47,1.543,0.97,us,us6000fu72,2021-10-13T11:11:30.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,6.5,7,0.071,19,reviewed,us,us
2021-10-13T10:49:53.410Z,19.1541666666667,-155.478333333333,32.96,2.46,ml,51,141,,0.12,hv,hv72752292,2021-10-15T00:44:21.120Z,"5 km S of Pāhala, Hawaii",earthquake,0.43,0.54,0.0651891545720165,11,reviewed,hv,hv
2021-10-13T09:57:27.881Z,-7.1785,129.4055,142.61,5,mb,,72,2.039,1.03,us,us6000fu6r,2021-10-13T10:14:18.040Z,"Kepulauan Babar, Indonesia",earthquake,8,7.4,0.097,34,reviewed,us,us
2021-10-13T09:54:28.902Z,-4.2568,152.9165,10,4.9,mb,,49,0.753,0.73,us,us6000fu6q,2021-10-13T10:18:11.040Z,"72 km E of Kokopo, Papua New Guinea",earthquake,6.7,1.8,0.106,30,reviewed,us,us
2021-10-13T09:49:09.861Z,-58.6739,-25.1477,35,4.9,mb,,70,7.663,0.54,us,us6000fu6p,2021-10-13T10:07:26.040Z,"South Sandwich Islands region",earthquake,9.1,1.8,0.087,41,reviewed,us,us
2021-10-13T09:07:41.601Z,-9.2013,-78.8562,70.98,4.6,mb,,142,3.403,0.66,us,us6000fu6i,2021-10-13T21:01:19.965Z,"near the coast of northern Peru",earthquake,9,8.4,0.068,65,reviewed,us,us
2021-10-13T07:55:30.094Z,-50.3132,-72.2429,17.01,5.4,mww,,51,0.96,0.86,us,us6000fu6b,2021-10-15T16:00:27.875Z,"3 km NE of El Calafate, Argentina",earthquake,5.7,3.1,0.083,14,reviewed,us,us
2021-10-13T06:25:38.423Z,-4.1282,152.9102,10,5,mb,,74,0.747,0.67,us,us6000fu5v,2021-10-13T08:53:23.336Z,"75 km ENE of Kokopo, Papua New Guinea",earthquake,7.7,1.8,0.071,63,reviewed,us,us
2021-10-13T06:02:40.024Z,41.852,83.7609,10,4.4,mb,,92,3.484,0.77,us,us6000fu5q,2021-10-13T06:18:37.040Z,"70 km ENE of Kuqa, China",earthquake,9.7,1.9,0.13,17,reviewed,us,us
2021-10-13T05:24:46.598Z,-58.8254,-25.1759,35,4.8,mb,,70,15.761,0.65,us,us6000fu5b,2021-10-13T05:44:20.040Z,"South Sandwich Islands region",earthquake,12,2,0.075,55,reviewed,us,us
2021-10-13T05:00:43.652Z,-9.0481,110.9264,47.95,4.9,mb,,87,1.196,0.55,us,us6000fu52,2021-10-16T07:47:04.743Z,"130 km S of Jatiroto, Indonesia",earthquake,3.4,8.2,0.097,33,reviewed,us,us
2021-10-13T04:58:35.007Z,30.6667,138.6685,386.29,4.1,mb,,136,2.628,0.67,us,us6000fu54,2021-10-17T20:58:35.040Z,"Izu Islands, Japan region",earthquake,12.9,9.3,0.135,15,reviewed,us,us
2021-10-13T03:31:21.108Z,-16.876,-174.1679,158.25,4.6,mb,,54,3.741,0.53,us,us6000fu4q,2021-10-15T05:00:26.040Z,"109 km SSW of Hihifo, Tonga",earthquake,9.9,5.3,0.122,20,reviewed,us,us
2021-10-13T03:28:51.065Z,-0.4998,132.6916,35,4.6,mb,,113,2.443,0.96,us,us6000fu4p,2021-10-15T04:46:03.040Z,"157 km WNW of Manokwari, Indonesia",earthquake,11.5,2,0.152,13,reviewed,us,us
2021-10-13T03:08:56.087Z,-1.147,132.9789,54.99,4.6,mb,,147,1.905,0.98,us,us6000fu4i,2021-10-15T04:30:31.040Z,"124 km WSW of Manokwari, Indonesia",earthquake,15.8,7.9,0.137,16,reviewed,us,us
2021-10-13T02:54:27.146Z,9.6298,-84.6702,10,4.7,mb,,189,0.663,0.82,us,us6000fu4e,2021-10-19T06:36:53.971Z,"4 km WNW of Jacó, Costa Rica",earthquake,5.1,2,0.318,3,reviewed,us,us
2021-10-13T02:44:16.750Z,19.1508,-66.0995,18,3.28,md,14,276,0.8419,0.31,pr,pr2021286002,2021-10-13T03:52:21.981Z,"75 km N of San Juan, Puerto Rico",earthquake,3.4,6.87,0.1,7,reviewed,pr,pr
2021-10-13T02:22:46.220Z,19.264,-65.713,41,3.45,md,14,288,1.0244,0.41,pr,pr2021286001,2021-10-13T05:00:42.744Z,"93 km N of Suárez, Puerto Rico",earthquake,3.41,16.379,0.12,9,reviewed,pr,pr
2021-10-13T01:54:30.991Z,55.8965,-156.2211,47,2.5,ml,,,,0.97,ak,ak021d50mcxe,2021-10-13T15:36:02.802Z,"142 km ESE of Chignik, Alaska",earthquake,,114909.1,,,reviewed,ak,ak
2021-10-13T00:23:50.094Z,56.3634,-156.4867,76.2,2.6,ml,,,,0.41,ak,ak021d4zu9bh,2021-10-13T00:32:56.300Z,"118 km E of Chignik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-10-12T20:51:12.200Z,17.9415,-66.9636,13,2.58,md,8,217,0.0853,0.17,pr,pr2021285004,2021-10-12T21:25:32.436Z,"6 km WSW of Guánica, Puerto Rico",earthquake,1.03,0.58,0.15,8,reviewed,pr,pr
2021-10-12T20:03:01.510Z,18.0933,-68.5828,172,3.85,md,17,224,0.4663,0.16,pr,pr2021285002,2021-10-12T20:57:44.040Z,"31 km S of Boca de Yuma, Dominican Republic",earthquake,2.88,0.92,0.11,12,reviewed,pr,pr
2021-10-12T19:50:15.150Z,33.8738333,-119.3443333,5.91,3.25,ml,61,134,0.3232,0.32,ci,ci40068480,2021-10-13T19:42:52.026Z,"24km SE of Santa Cruz Is. (E end), CA",earthquake,0.35,31.61,0.156,126,reviewed,ci,ci
2021-10-12T19:05:07.471Z,56.4201,-156.5063,69.6,3.4,ml,,,,0.74,ak,ak021d3ni8e3,2021-10-12T19:52:53.040Z,"118 km E of Chignik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-10-12T18:47:57.724Z,56.4618,-156.735,26.1,3,ml,,,,0.67,ak,ak021d3n5wqy,2021-10-12T19:34:54.040Z,"104 km E of Chignik, Alaska",earthquake,,170.3,,,automatic,ak,ak
2021-10-12T18:44:06.972Z,-5.7399,149.0643,127.87,4.9,mb,,59,3.449,0.79,us,us6000fu22,2021-10-12T18:59:54.040Z,"74 km NW of Kandrian, Papua New Guinea",earthquake,9.7,9,0.115,24,reviewed,us,us
2021-10-12T18:01:52.655Z,-29.3942,-71.9358,10,4,ml,,204,0.801,0.42,us,us6000fu1v,2021-10-12T19:17:56.040Z,"84 km NW of Coquimbo, Chile",earthquake,2.9,2,0.053,46,reviewed,us,us
2021-10-12T17:47:04.057Z,-24.2838,-179.915,513.9,4.5,mb,,54,6.777,0.53,us,us6000fu1u,2021-10-12T18:58:10.040Z,"south of the Fiji Islands",earthquake,9.8,7.1,0.082,47,reviewed,us,us
2021-10-12T16:53:58.252Z,38.171,-117.8477,9.8,2.9,ml,26,46.16,0.021,0.1465,nn,nn00825502,2021-10-18T15:44:15.040Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.34,12,reviewed,nn,nn
2021-10-12T16:53:41.801Z,-30.5861,-178.2177,34.53,4.6,mb,,135,8.57,0.71,us,us6000fuxs,2021-10-18T15:41:34.040Z,"Kermadec Islands, New Zealand",earthquake,15.4,7.3,0.116,22,reviewed,us,us
2021-10-12T16:35:59.490Z,19.1715,-155.484166666667,35.84,2.97,ml,55,90,,0.11,hv,hv72751322,2021-10-18T15:14:40.040Z,"3 km S of Pāhala, Hawaii",earthquake,0.42,0.51,0.169144306697396,37,reviewed,hv,hv
