time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-17T08:49:14.330Z,17.9443,-66.8491,11,2.78,md,22,178,0.1967,0.11,pr,pr2021290005,2021-10-17T09:51:05.842Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,0.4,0.57,0.1,7,reviewed,pr,pr
2021-10-17T08:30:30.855Z,58.7867,-152.7302,49.5,2.5,ml,,,,0.48,ak,ak021dbqslwk,2021-10-17T09:29:00.713Z,"78 km SW of Nanwalek, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-10-17T07:38:47.674Z,-11.9145,167.0293,79.26,4.4,mb,,186,3.515,0.61,us,us6000fvdb,2021-10-17T08:30:22.040Z,"188 km SE of Lata, Solomon Islands",earthquake,8.2,12.8,0.138,17,reviewed,us,us
2021-10-17T07:29:43.520Z,-23.9741,-67.0051,219.92,4.4,mb,,93,1.482,0.82,us,us6000fvda,2021-10-17T08:02:03.040Z,"74 km WNW of San Antonio de los Cobres, Argentina",earthquake,8.5,9.5,0.162,12,reviewed,us,us
2021-10-17T07:21:05.350Z,18.4588,-68.2341,86,3.72,md,27,163,0.1573,0.08,pr,pr2021290003,2021-10-17T08:47:21.040Z,"22 km SE of Punta Cana, Dominican Republic",earthquake,1.37,1.35,0.21,13,reviewed,pr,pr
2021-10-17T06:40:38.360Z,18.9963,-64.9965,26,3.66,md,14,311,0.7458,0.22,pr,pr2021290002,2021-10-17T07:28:56.299Z,"72 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.44,14.43,0.08,6,reviewed,pr,pr
2021-10-17T05:59:24.520Z,18.9656,-64.8751,68,3.51,md,16,317,0.774,0.79,pr,pr2021290001,2021-10-17T08:38:11.040Z,"Virgin Islands",earthquake,8.119,13.24,0.06,5,reviewed,pr,pr
2021-10-17T05:57:17.870Z,18.9856,-65.0121,15,3.47,md,11,310,0.73,0.17,pr,pr2021290004,2021-10-17T08:33:33.755Z,"71 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.15,10.19,0.12,5,reviewed,pr,pr
2021-10-17T05:52:49.289Z,6.9637,-82.6361,10,4.2,mb,,202,1.589,0.43,us,us6000fvct,2021-10-17T06:40:29.040Z,"121 km SSE of Burica, Panama",earthquake,5.2,1.9,0.2,7,reviewed,us,us
2021-10-17T05:49:02.696Z,2.3775,128.5336,231.19,4.3,mb,,140,1.976,0.47,us,us6000fvcs,2021-10-17T06:17:26.040Z,"92 km NE of Tobelo, Indonesia",earthquake,9.8,6.8,0.107,26,reviewed,us,us
2021-10-17T05:18:52.873Z,-4.6094,153.0492,68.23,4.7,mb,,118,6.219,0.48,us,us6000fvcl,2021-10-17T06:07:39.040Z,"91 km ESE of Kokopo, Papua New Guinea",earthquake,6,7.6,0.072,58,reviewed,us,us
2021-10-17T04:58:06.881Z,6.2127,-82.6248,10,4.5,mb,,160,2.29,0.93,us,us6000fvcj,2021-10-17T05:23:03.040Z,"203 km S of Burica, Panama",earthquake,8.1,1.9,0.046,140,reviewed,us,us
2021-10-17T03:41:52.040Z,19.2203333333333,-155.442666666667,-0.18,3.17,ml,45,119,,0.16,hv,hv72759322,2021-10-18T19:09:35.596Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.29,0.13,0.197681249150154,39,reviewed,hv,hv
2021-10-17T02:55:02.360Z,37.550499,-121.7006683,3.1,2.83,md,69,52,0.07277,0.09,nc,nc73640435,2021-10-18T23:30:29.028Z,"16km SSE of Livermore, CA",earthquake,0.16,0.55,0.1,99,automatic,nc,nc
2021-10-17T02:32:06.430Z,29.4073,130.7267,20.69,5.1,mb,,126,2.108,0.78,us,us6000fvc3,2021-10-17T02:54:17.040Z,"Ryukyu Islands, Japan",earthquake,6.5,5.1,0.046,154,reviewed,us,us
2021-10-17T02:30:57.016Z,-29.9485,-177.3935,10,5.1,mb,,121,0.823,1.33,us,us6000fvc2,2021-10-17T02:47:01.040Z,"Kermadec Islands, New Zealand",earthquake,8.4,1.9,0.095,36,reviewed,us,us
2021-10-17T01:12:40.867Z,28.7103,138.1871,525.99,4.8,mb,,60,3.886,0.72,us,us6000fvbm,2021-10-17T01:27:25.040Z,"Bonin Islands, Japan region",earthquake,10,8.5,0.037,228,reviewed,us,us
2021-10-17T00:08:03.330Z,19.1568333333333,-155.501166666667,32.13,2.95,ml,55,122,,0.11,hv,hv72759162,2021-10-18T22:52:56.456Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.44,0.58,0.179898708855535,37,reviewed,hv,hv
2021-10-16T23:49:47.900Z,45.0561667,-114.3693333,6.93,2.82,ml,24,93,0.356,0.34,mb,mb80527119,2021-10-17T15:45:24.860Z,"39 km WSW of Salmon, Idaho",earthquake,0.68,1.7,0.113,25,reviewed,mb,mb
2021-10-16T23:35:52.540Z,19.16,-155.469666666667,33.13,2.99,ml,54,105,,0.11,hv,hv72759117,2021-10-18T22:14:50.245Z,"4 km S of Pāhala, Hawaii",earthquake,0.42,0.51,0.228864058676317,39,reviewed,hv,hv
2021-10-16T23:14:19.340Z,19.1243,-67.7496,56,3.62,md,21,227,0.7877,0.38,pr,pr2021289006,2021-10-17T00:19:55.366Z,"91 km NE of Punta Cana, Dominican Republic",earthquake,2.68,6.8,0.2,18,reviewed,pr,pr
2021-10-16T22:56:15.723Z,15.501,-49.9741,10,5.1,mb,,92,9.58,0.57,us,us6000fvay,2021-10-16T23:14:56.040Z,"North Atlantic Ocean",earthquake,5.2,1.8,0.028,416,reviewed,us,us
2021-10-16T22:55:40.090Z,37.4923325,-118.7506638,13.96,2.99,md,29,120,0.1158,0.04,nc,nc73640380,2021-10-18T18:50:02.028Z,"10km SW of Toms Place, CA",earthquake,0.34,0.89,0.13,44,automatic,nc,nc
2021-10-16T22:34:15.898Z,31.66325822,-104.3630436,6.774267578,2.6,ml,30,80,0.117541454,0.3,tx,tx2021uhxo,2021-10-18T19:37:55.317Z,"56 km S of Whites City, New Mexico",earthquake,1.092602889,1.581540438,0.2,46,reviewed,tx,tx
2021-10-16T22:15:12.645Z,-48.3983,165.1294,11.08,4.7,mb,,128,2.47,0.59,us,us6000fvap,2021-10-16T22:36:49.040Z,"off the west coast of the South Island of New Zealand",earthquake,8,5.7,0.11,25,reviewed,us,us
2021-10-16T21:10:18.580Z,38.5470009,-119.529335,3.63,2.62,md,13,81,0.03958,0.07,nc,nc73640340,2021-10-18T01:03:38.333Z,"6km NW of Walker, CA",earthquake,0.3,0.57,0.22,10,automatic,nc,nc
2021-10-16T20:14:46.371Z,-31.6728,-72.0493,15.47,3.9,mwr,,182,0.986,0.8,us,us6000fv9z,2021-10-16T21:46:25.040Z,"83 km W of Illapel, Chile",earthquake,3.4,6.4,0.057,30,reviewed,us,us
2021-10-16T18:50:18.528Z,55.8834,-149.824,10,2.5,ml,,,,1.19,ak,ak021da9c191,2021-10-17T00:03:17.553Z,"244 km SE of Chiniak, Alaska",earthquake,,0,,,reviewed,ak,ak
2021-10-16T18:45:01.303Z,-31.701,-72.0532,10,4.4,mwr,,137,0.979,0.85,us,us6000fv9l,2021-10-16T19:50:13.192Z,"84 km W of Illapel, Chile",earthquake,3.5,1.8,0.039,63,reviewed,us,us
2021-10-16T18:34:37.878Z,-36.9059,-74.0571,10,4.4,mb,,117,0.713,0.95,us,us6000fv9h,2021-10-16T20:11:23.040Z,"75 km WNW of Arauco, Chile",earthquake,2.9,1.9,0.13,19,reviewed,us,us
2021-10-16T18:27:29.256Z,18.7009,-81.7265,10,5.3,mww,,54,1.827,0.82,us,us6000fv9g,2021-10-17T16:49:20.653Z,"74 km SSW of George Town, Cayman Islands",earthquake,5.2,1.9,0.069,20,reviewed,us,us
2021-10-16T17:47:23.606Z,60.1415,-151.4902,45.2,4.6,ml,,,,0.66,ak,ak021da8psee,2021-10-19T16:17:13.040Z,"11 km SSW of Clam Gulch, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-10-16T17:33:17.177Z,-52.3807,13.4991,10,4.9,mb,,53,20.672,0.73,us,us6000fv9a,2021-10-19T15:46:37.040Z,"southwest of Africa",earthquake,11.8,1.8,0.095,39,reviewed,us,us
2021-10-16T16:05:28.992Z,-31.0797,-177.5661,10,4.9,mb,,182,1.837,1.3,us,us6000fv95,2021-10-16T16:45:54.040Z,"Kermadec Islands region",earthquake,11.2,2,0.112,25,reviewed,us,us
2021-10-16T15:35:02.553Z,21.1965,121.1064,10,4.8,mb,,106,1.613,1.07,us,us6000fv8w,2021-10-16T16:00:22.040Z,"96 km SSE of Hengchun, Taiwan",earthquake,7.6,1.9,0.05,123,reviewed,us,us
2021-10-16T14:56:12.210Z,58.696,-153.1201,44.3,2.8,ml,,,,0.65,ak,ak021da6ze7e,2021-10-16T16:55:20.040Z,"71 km N of Aleneva, Alaska",earthquake,,1,,,automatic,ak,ak
2021-10-16T14:53:15.115Z,9.8396,-84.3873,10,3.7,ml,,137,0.316,1.05,us,us6000fvrp,2021-10-18T23:42:31.054Z,"8 km W of Santiago, Costa Rica",earthquake,3,2,0.071,26,reviewed,us,us
2021-10-16T14:30:12.540Z,56.2828,-156.5109,19.1,2.8,ml,,,,0.42,ak,ak021da6ttq1,2021-10-16T16:57:55.040Z,"117 km E of Chignik, Alaska",earthquake,,170.3,,,automatic,ak,ak
2021-10-16T14:11:59.910Z,51.3381666666667,-179.136333333333,12.03,2.95,ml,14,311,,0.13,av,av91394116,2021-10-17T22:17:30.800Z,"183 km WSW of Adak, Alaska",earthquake,1.11,0.67,0.188148312958993,15,reviewed,av,av
2021-10-16T13:24:11.927Z,-58.8994,-24.8422,52.3,5.1,mb,,88,7.914,0.82,us,us6000fv80,2021-10-16T13:37:49.040Z,"South Sandwich Islands region",earthquake,13,8.6,0.086,44,reviewed,us,us
2021-10-16T12:53:41.392Z,-11.5806,-77.5894,51.13,4.4,mb,,119,0.836,0.57,us,us6000fv7y,2021-10-17T10:58:29.350Z,"35 km W of Chancay, Peru",earthquake,5,8.4,0.085,40,reviewed,us,us
2021-10-16T11:46:02.790Z,31.0265,56.4279,10,4.8,mb,,66,6.061,0.53,us,us6000fv7j,2021-10-16T12:08:34.040Z,"12 km SSE of Shahrak-e Pābedānā, Iran",earthquake,8,1.9,0.061,85,reviewed,us,us
2021-10-16T10:09:33.069Z,36.2569,-106.7809,5.56,2.7,ml,,98,1.334,0.24,us,us6000fv6y,2021-10-16T11:09:08.158Z,"3 km NE of Capulin, New Mexico",earthquake,2.1,6,0.043,74,reviewed,us,us
2021-10-16T10:08:28.172Z,0.8485,126.2646,41.29,4.6,mb,,52,1.104,0.46,us,us6000fv71,2021-10-16T10:35:33.040Z,"124 km W of Ternate, Indonesia",earthquake,5.8,8.5,0.075,59,reviewed,us,us
2021-10-16T09:51:15.467Z,-22.7888,171.0505,10,4.3,mb,,121,3.332,0.93,us,us6000fv6x,2021-10-16T10:19:18.040Z,"southeast of the Loyalty Islands",earthquake,8.5,1.9,0.107,30,reviewed,us,us
2021-10-16T09:21:12.998Z,56.3512,-156.5948,17.6,2.5,ml,,,,0.16,ak,ak021da3sq77,2021-10-16T09:24:16.294Z,"112 km E of Chignik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-10-16T08:52:00.731Z,63.4901,-151.2311,5.7,2.6,ml,,,,0.92,ak,ak021da3dwsz,2021-10-16T20:22:41.793Z,"25 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-16T08:50:31.800Z,19.1746,-64.247,24,3.66,md,10,341,1.3506,0.12,pr,pr2021289003,2021-10-16T11:57:49.040Z,"109 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.85,13,0.07,4,reviewed,pr,pr
2021-10-16T08:30:50.500Z,46.3613,-116.6163,10,2.9,ml,,112,0.575,0.45,us,us6000fv6h,2021-10-17T16:01:54.734Z,"4 km ESE of Culdesac, Idaho",earthquake,3.6,2,0.045,66,reviewed,us,us
2021-10-16T08:20:59.622Z,-21.2286,-178.5518,583.83,4.2,mb,,175,4.718,0.24,us,us6000fv6g,2021-10-16T08:43:09.040Z,"Fiji region",earthquake,10.1,10.6,0.159,11,reviewed,us,us
2021-10-16T07:42:59.932Z,-5.7975,130.5637,82.58,4.4,mb,,97,2.29,0.74,us,us6000fv68,2021-10-16T07:58:30.040Z,"243 km W of Tual, Indonesia",earthquake,8.8,3.6,0.109,24,reviewed,us,us
2021-10-16T07:36:58.006Z,54.1505,-156.1052,10,3.4,ml,,222,2.143,0.59,us,us6000fvb9,2021-10-17T12:55:02.040Z,"275 km SE of Perryville, Alaska",earthquake,8,2,0.081,20,reviewed,us,us
2021-10-16T07:07:43.656Z,11.5443,-60.0351,37.05,4.9,mb,,60,1.656,0.53,us,us6000fv5y,2021-10-16T07:52:01.040Z,"86 km ENE of Scarborough, Trinidad and Tobago",earthquake,6.4,7.7,0.03,355,reviewed,us,us
2021-10-16T07:04:49.000Z,17.989,-66.8358,17,2.97,md,23,156,0.2093,0.18,pr,pr2021289002,2021-10-16T07:45:00.215Z,"1 km WSW of Indios, Puerto Rico",earthquake,0.44,0.31,0.14,8,reviewed,pr,pr
2021-10-16T07:04:24.875Z,-42.2793,-72.2643,145.91,4.6,mb,,86,0.148,0.96,us,us6000fv5w,2021-10-16T07:32:10.040Z,"59 km WSW of Lago Puelo, Argentina",earthquake,6.6,5.1,0.107,26,reviewed,us,us
2021-10-16T06:31:50.897Z,38.1314,-117.9823,9.7,2.9,ml,19,49.69,0.02,0.1098,nn,nn00825879,2021-10-18T18:25:43.336Z,"30 km SSE of Mina, Nevada",earthquake,,0.9,0.33,11,reviewed,nn,nn
2021-10-16T05:44:59.888Z,59.9766,-141.6126,7.8,2.7,ml,,,,0.77,ak,ak021da1k0ub,2021-10-16T08:14:10.392Z,"116 km WNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-16T04:39:32.000Z,18.0075,-66.7288,14,2.89,md,24,141,0.1275,0.14,pr,pr2021289001,2021-10-16T05:53:56.280Z,"Puerto Rico region",earthquake,0.26,0.34,0.43,11,reviewed,pr,pr
2021-10-16T04:27:34.521Z,56.3049,-156.5195,50.5,2.8,ml,,,,0.48,ak,ak021da0uw57,2021-10-16T05:06:24.040Z,"116 km E of Chignik, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-10-16T04:20:19.830Z,35.4463333,-118.2773333,6.87,2.61,ml,53,53,0.1436,0.13,ci,ci39835079,2021-10-17T18:54:44.290Z,"25km SE of Bodfish, CA",earthquake,0.11,0.56,0.151,97,reviewed,ci,ci
2021-10-16T04:12:15.911Z,-24.7084,-68.5069,116.78,4.2,mb,,77,1.727,1.11,us,us6000fv4f,2021-10-16T04:47:37.040Z,"186 km NW of Antofagasta de la Sierra, Argentina",earthquake,6.5,8.9,0.121,19,reviewed,us,us
2021-10-16T04:01:45.498Z,51.5415,16.2012,11.41,4.3,mb,,67,1.962,0.66,us,us6000fv49,2021-10-16T05:19:52.036Z,"5 km NW of Rudna, Poland",earthquake,5.1,5.6,0.137,15,reviewed,us,us
2021-10-16T03:37:24.314Z,-31.6615,-71.9962,21.14,4.1,mwr,,150,0.949,0.6,us,us6000fv45,2021-10-16T03:52:16.040Z,"78 km W of Illapel, Chile",earthquake,3.3,4.1,0.034,83,reviewed,us,us
2021-10-16T02:25:59.330Z,19.1295,-66.529,40,3.46,md,20,220,0.6524,0.23,pr,pr2021289000,2021-10-18T04:10:28.127Z,"74 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.99,4.11,0.05,9,reviewed,pr,pr
2021-10-16T02:02:12.947Z,45.8468,149.2681,142.18,4.9,mb,,49,4.637,1.18,us,us6000fv3a,2021-10-16T09:31:49.924Z,"128 km ENE of Kuril’sk, Russia",earthquake,7.6,6.4,0.026,466,reviewed,us,us
2021-10-16T01:12:45.220Z,18.8726666666667,-155.5105,34.86,2.74,ml,45,264,,0.12,hv,hv72757777,2021-10-16T03:16:46.110Z,"22 km SSE of Naalehu, Hawaii",earthquake,0.59,0.89,0.197681987055901,16,reviewed,hv,hv
2021-10-16T00:23:26.761Z,-0.328,29.8201,10,4.7,mb,,60,6.674,0.47,us,us6000fv2x,2021-10-17T10:45:20.128Z,"58 km NNW of Rukungiri, Uganda",earthquake,8.3,1.9,0.088,39,reviewed,us,us
2021-10-15T23:58:26.834Z,56.2382,-156.4472,77.6,2.5,ml,,,,0.39,ak,ak021d8oteqj,2021-10-16T21:32:09.040Z,"121 km E of Chignik, Alaska",earthquake,,4,,,automatic,ak,ak
2021-10-15T23:25:43.051Z,34.8943,26.3729,12.08,4.1,mb,,71,0.916,0.7,us,us6000fv2i,2021-10-17T12:44:11.538Z,"35 km SSE of Palekastro, Greece",earthquake,3.3,5.1,0.114,21,reviewed,us,us
2021-10-15T23:17:26.272Z,-5.0628,102.885,48.88,4.8,mb,,100,0.701,1.39,us,us6000fv2g,2021-10-15T23:28:35.040Z,"121 km SSW of Pagar Alam, Indonesia",earthquake,6.1,8.3,0.098,32,reviewed,us,us
2021-10-15T23:02:47.177Z,13.1549,-89.2857,51.23,4.2,mb,,186,0.521,0.94,us,us6000fv2c,2021-10-15T23:45:51.786Z,"37 km S of La Libertad, El Salvador",earthquake,3,10.4,0.068,60,reviewed,us,us
2021-10-15T22:38:34.313Z,-7.6288,115.3895,282.33,4.3,mb,,57,1.483,0.91,us,us6000fv1s,2021-10-16T02:27:52.703Z,"62 km NNE of Singaraja, Indonesia",earthquake,8.3,7.4,0.109,24,reviewed,us,us
2021-10-15T20:34:06.072Z,-7.1329,104.1111,35.33,4.4,mb,,158,2.984,0.76,us,us6000fv12,2021-10-16T16:05:05.040Z,"207 km WSW of Labuan, Indonesia",earthquake,7.2,7.3,0.111,25,reviewed,us,us
2021-10-15T20:18:20.942Z,-8.3517,115.4617,10,5.1,mb,,25,1.301,0.85,us,us6000fv0u,2021-10-19T15:32:23.169Z,"16 km NNE of Banjar Wangsian, Indonesia",earthquake,5.4,1.8,0.064,87,reviewed,us,us
2021-10-15T19:54:58.700Z,19.2955,-65.1578,10,3.57,md,9,308,0.9958,0.37,pr,pr2021288003,2021-10-15T23:42:24.794Z,"108 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,11.04,14.78,0.13,7,reviewed,pr,pr
2021-10-15T19:54:07.920Z,38.9293333,-123.0351667,4.42,2.97,ml,70,51,0.07032,0.08,nc,nc73639975,2021-10-16T15:41:11.040Z,"14km N of Cloverdale, CA",earthquake,0.17,0.48,0.183,45,reviewed,nc,nc
2021-10-15T19:48:34.021Z,1.4256,97.055,25.38,4.5,mb,,167,0.534,0.86,us,us6000fv0h,2021-10-16T15:27:46.040Z,"125 km SW of Singkil, Indonesia",earthquake,7.4,5.8,0.081,48,reviewed,us,us
2021-10-15T18:46:40.366Z,63.2439,-150.6125,121.9,2.9,ml,,,,0.42,ak,ak021d8lrp2e,2021-10-15T21:59:16.040Z,"64 km ESE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-15T18:44:34.776Z,17.1528,-85.131,10,4.6,mb,,29,3.434,0.89,us,us6000fuzs,2021-10-16T18:10:11.910Z,"109 km NE of Savannah Bight, Honduras",earthquake,6.8,1.9,0.051,123,reviewed,us,us
2021-10-15T17:55:21.523Z,5.4921,126.9907,111.66,4.5,mb,,116,2.103,0.6,us,us6000fuzk,2021-10-15T19:02:04.040Z,"131 km SE of Pondaguitan, Philippines",earthquake,7.9,7.6,0.073,57,reviewed,us,us
2021-10-15T17:42:25.708Z,9.9933,41.6294,13.03,4.5,mb,,90,1.94,0.69,us,us6000fuzi,2021-10-19T01:12:58.906Z,"51 km NNW of Dire Dawa, Ethiopia",earthquake,8.9,4.8,0.082,47,reviewed,us,us
2021-10-15T17:18:07.521Z,56.2259,-156.4406,67.05,3.3,ml,,174,1.469,0.72,us,us6000fuzb,2021-10-15T20:55:00.040Z,"121 km E of Chignik, Alaska",earthquake,5,22.8,0.05,52,reviewed,us,us
2021-10-15T17:14:13.264Z,-19.802,-177.7603,398.62,4.4,mb,,140,4.463,0.83,us,us6000fuza,2021-10-15T18:18:43.040Z,"Fiji region",earthquake,11.4,7.6,0.058,90,reviewed,us,us
2021-10-15T16:54:48.080Z,8.8327,126.3554,65.95,4.9,mb,,110,1.912,0.9,us,us6000fuz7,2021-10-16T00:35:52.373Z,"7 km ENE of Marihatag, Philippines",earthquake,9.9,6.9,0.049,131,reviewed,us,us
2021-10-15T12:36:04.947Z,38.1348,-117.9846,9,3.7,ml,24,43.08,0.02,0.1121,nn,nn00825754,2021-10-16T12:38:22.061Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,0.24,11,reviewed,nn,nn
2021-10-15T11:38:30.064Z,-24.0282,-66.9889,237.95,4.4,mb,,95,1.53,0.53,us,us6000fuup,2021-10-15T11:54:56.040Z,"71 km WNW of San Antonio de los Cobres, Argentina",earthquake,3.1,10,0.169,10,reviewed,us,us
2021-10-15T10:57:36.649Z,-27.7555,-71.1613,21.18,4.4,mb,,141,0.454,0.54,us,us6000fuum,2021-10-15T11:21:49.040Z,"92 km WSW of Copiapó, Chile",earthquake,4.6,2.3,0.22,6,reviewed,us,us
2021-10-15T10:03:13.790Z,19.2078333333333,-155.3835,31.39,3.6,ml,55,163,,0.12,hv,hv72756427,2021-10-17T16:02:26.908Z,"10 km E of Pāhala, Hawaii",earthquake,0.54,0.59,0.163320806318795,41,reviewed,hv,hv
2021-10-15T09:35:38.895Z,51.8162,178.4313,110.8,3.6,ml,,,,0.29,ak,ak021d8gcft6,2021-10-15T19:14:51.590Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,1,,,reviewed,ak,ak
2021-10-15T08:18:32.961Z,54.4272,-161.5034,10,3.7,mb,,192,0.943,0.67,us,us6000futz,2021-10-15T15:29:24.683Z,"87 km SE of King Cove, Alaska",earthquake,5.9,2,0.19,7,reviewed,us,us
2021-10-15T07:24:17.484Z,18.845,-74.1514,10,4,mb,,65,1.325,0.85,us,us6000futq,2021-10-15T09:08:48.907Z,"21 km N of Jérémie, Haiti",earthquake,4.1,2,0.211,6,reviewed,us,us
2021-10-15T05:49:29.143Z,-8.5508,32.1898,10,4.7,mb,,100,8.027,0.87,us,us6000fute,2021-10-15T06:35:53.504Z,"15 km E of Laela, Tanzania",earthquake,9.7,1.9,0.108,26,reviewed,us,us
2021-10-15T05:41:39.680Z,-31.6875,-72.1417,10,4.3,mb,,197,1.054,0.53,us,us6000futa,2021-10-16T02:13:55.992Z,"92 km W of Illapel, Chile",earthquake,2.2,1.9,0.168,10,reviewed,us,us
2021-10-15T05:14:53.730Z,35.6053333,-117.4848333,6.79,2.45,ml,40,97,0.02633,0.13,ci,ci39834351,2021-10-15T20:34:00.390Z,"17km E of Ridgecrest, CA",earthquake,0.14,0.32,0.198,22,reviewed,ci,ci
2021-10-15T04:22:49.516Z,60.0546,-139.9955,10.1,2.6,ml,,,,1.1,ak,ak021d8dan81,2021-10-15T15:23:33.660Z,"58 km NNW of Yakutat, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-10-15T03:53:27.825Z,-24.4347,-68.9389,92.4,4.5,mb,,64,1.347,1.21,us,us6000fusp,2021-10-15T04:43:56.389Z,"171 km ESE of Antofagasta, Chile",earthquake,5.7,5.9,0.057,92,reviewed,us,us
2021-10-15T03:30:36.171Z,3.6021,123.2846,477,4.5,mb,,89,3.517,0.79,us,us6000fusk,2021-10-15T04:01:26.040Z,"291 km NW of Manado, Indonesia",earthquake,11.8,2.2,0.081,44,reviewed,us,us
2021-10-15T02:50:28.425Z,55.1879,-157.1923,38.3,4,ml,,,,0.52,ak,ak021d8c9l7s,2021-10-15T15:23:40.664Z,"144 km SSE of Chignik, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2021-10-15T02:45:40.059Z,56.407,-156.515,7.5,2.9,ml,,,,0.44,ak,ak021d8c8jp7,2021-10-15T03:12:38.040Z,"117 km E of Chignik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-15T02:44:57.920Z,-8.8768,158.4815,22.55,6.4,mww,,21,1.551,0.87,us,us6000furk,2021-10-16T18:25:09.537Z,"146 km WSW of Buala, Solomon Islands",earthquake,4.9,4.4,0.078,16,reviewed,us,us
2021-10-15T02:41:22.060Z,17.925,-66.8233,13,2.64,md,17,185,0.0751,0.11,pr,pr2021288001,2021-10-15T03:09:02.123Z,"7 km S of Indios, Puerto Rico",earthquake,0.49,0.31,0.2,7,reviewed,pr,pr
2021-10-15T01:51:37.880Z,19.3691,-64.3513,33,3.97,md,26,233,1.4122,0.24,pr,pr2021288002,2021-10-15T03:20:27.891Z,"123 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.63,15.92,0.1,13,reviewed,pr,pr
2021-10-15T01:51:31.835Z,-16.4557,-69.9868,185.39,4.2,mb,,176,1.227,1.16,us,us6000fur4,2021-10-15T02:12:09.040Z,"42 km NW of Mazo Cruz, Peru",earthquake,10.5,10.4,0.176,9,reviewed,us,us
2021-10-15T01:29:05.430Z,17.9563,-66.969,9,3.01,md,22,182,0.0764,0.11,pr,pr2021288000,2021-10-15T03:50:14.596Z,"6 km WSW of Fuig, Puerto Rico",earthquake,0.29,0.37,0.19,11,reviewed,pr,pr
2021-10-15T00:04:32.500Z,39.0756,-115.6637,10,3.6,ml,11,99.55,1.454,0.123,nn,nn00825704,2021-10-16T00:06:07.392Z,"54 km SSE of Eureka, Nevada",earthquake,,3.9,0.28,7,reviewed,nn,nn
2021-10-14T23:53:00.800Z,19.2508333333333,-155.3955,31.92,2.48,ml,49,132,,0.11,hv,hv72755787,2021-10-15T21:42:22.190Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.44,0.51,0.185373973247514,23,reviewed,hv,hv
2021-10-14T23:50:09.773Z,56.3141,-156.5766,24.1,3.3,ml,,,,0.51,ak,ak021d718b9p,2021-10-15T00:19:51.040Z,"113 km E of Chignik, Alaska",earthquake,,74.9,,,automatic,ak,ak
2021-10-14T23:22:31.259Z,31.67586515,-104.4040658,7.494091797,2.7,ml,16,56,0.08276110231,0.3,tx,tx2021ueid,2021-10-15T21:20:00.831Z,"55 km S of Whites City, New Mexico",earthquake,1.30751421,1.430450195,0.1,7,reviewed,tx,tx
2021-10-14T22:05:10.840Z,31.99008647,-103.8697442,7.519799805,3.3,ml,20,45,0.05507834446,0.1,tx,tx2021uefp,2021-10-15T21:53:29.526Z,"32 km SE of Malaga, New Mexico",earthquake,0.7375020187,0.9886238526999999,0.1,7,reviewed,tx,tx
2021-10-14T21:30:53.681Z,51.841,176.7741,64.69,4.1,mb,,194,1.081,0.48,us,us6000fupz,2021-10-16T02:45:51.040Z,"268 km ESE of Attu Station, Alaska",earthquake,4.9,16,0.079,44,reviewed,us,us
2021-10-14T21:19:05.832Z,6.7359,127.3306,10,4.9,mb,,89,1.77,1.08,us,us6000fupv,2021-10-14T21:59:21.040Z,"102 km ESE of Manay, Philippines",earthquake,9.1,1.9,0.07,64,reviewed,us,us
2021-10-14T21:10:01.882Z,44.1818,120.19,10,4.4,mb,,53,5.099,0.73,us,us6000fupt,2021-10-14T22:28:00.040Z,"178 km WNW of Tongliao, China",earthquake,7.7,1.9,0.092,34,reviewed,us,us
2021-10-14T20:49:18.685Z,-7.1103,130.0229,100.08,4.7,mb,,92,1.533,0.59,us,us6000fupd,2021-10-14T21:40:58.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,7.2,6.8,0.069,67,reviewed,us,us
2021-10-14T20:16:47.737Z,61.9908,-150.0193,27.1,3,ml,,,,0.56,ak,ak021d6z8swr,2021-10-17T17:06:43.794Z,"20 km SSW of Susitna North, Alaska",earthquake,,0.8,,,reviewed,ak,ak
